player,season_end_year,squad,comp,nation,position_group_model,age,league_strength,cmp_percent_total,cmp_percent_short,cmp_percent_medium,cmp_percent_long,ppm_team.success,plus_per__minus__team.success,xgplus_per__minus__team.success..xg,xgplus_per__minus_90_team.success..xg,on_minus_off_team.success..xg,ga90,save_percent,cs_percent,_per_90_expected,cmp_percent_launched,launch_percent_passes,avglen_passes,launch_percent_goal,avglen_goal,stp_percent_crosses,avgdist_sweeper,pass_cmp_pct,avrg_dist_pass,avrg_prg_dist_pass,att_total_p90,att_short_p90,att_medium_p90,att_long_p90,att_p90,live_pass_p90,dead_pass_p90,err_p90,touches_touches_p90,def_pen_touches_p90,def_3rd_touches_p90,ong_team.success_p90,onga_team.success_p90,onxg_team.success..xg._p90,og_p90,recov_p90,sota_p90,saves_p90,ga_goals_p90,fk_goals_p90,ck_goals_p90,og_goals_p90,cmp_launched_p90,att_passes_p90,thr_passes_p90,att_goal_p90,stp_crosses_p90,att_(gk)_passes_p90,live_touches_p90
Théo Vermot,2020,Saint-Étienne,Ligue 1,FRA,GK,22,83.1,0.04289165835594184,0.18051470215274018,0.10206695561769323,-0.019048567248524387,-0.036493812849426224,-0.052037366896029114,-0.03392653319345885,-0.0029530997140811924,0.014666750863025955,-0.05641767093363705,0.059150225433578105,-0.04794571851155573,0.05587754046760058,-0.00461501491379035,-0.07381703879238276,-0.059339948459332804,0.0029211788054416595,-0.0020299168191052043,-0.07308672802616716,-0.030256723110963977,-1.0434575017865202,-1.0487393517756232,-1.015250924844506,-0.9900412595690781,-0.6900626070211119,-0.8532201384711554,-0.8830969184990711,-0.9913342893874726,-0.9556320721200501,-0.8829274380460466,-0.3239645081418822,-0.8709363581314717,-0.8594766647171871,-0.8703374263729724,-0.543313598874528,-0.3838555719812398,-0.5693286228234672,-0.13990736986033273,-0.6340607282674242,-0.6317831880616593,-0.7087697489148992,-0.33826354998914104,-0.22904476199720597,-0.2662816464590487,-0.29167937863505067,-0.6901081950661745,-0.6871409332230314,-0.8189888199205548,-0.7955474569639482,-0.38788552244716246,-0.33985595131849283,-0.8709363582292327
Lorenzo Avogadri,2020,Sampdoria,Serie A,ITA,GK,17,84.1,0.04289165835594184,0.18051470215274018,0.10206695561769323,-0.019048567248524387,-0.036493812849426224,-0.052037366896029114,-0.03392653319345885,-0.0029530997140811924,0.014666750863025955,-0.05641767093363705,0.059150225433578105,-0.04794571851155573,0.05587754046760058,-0.00461501491379035,-0.07381703879238276,-0.059339948459332804,0.0029211788054416595,-0.0020299168191052043,-0.07308672802616716,-0.030256723110963977,-1.0434575017865202,-1.0487393517756232,-1.015250924844506,-0.9900412595690781,-0.6900626070211119,-0.8532201384711554,-0.8830969184990711,-0.9913342893874726,-0.9556320721200501,-0.8829274380460466,-0.3239645081418822,-0.8709363581314717,-0.8594766647171871,-0.8703374263729724,-0.543313598874528,-0.3838555719812398,-0.5693286228234672,-0.13990736986033273,-0.6340607282674242,-0.6317831880616593,-0.7087697489148992,-0.33826354998914104,-0.22904476199720597,-0.2662816464590487,-0.29167937863505067,-0.6901081950661745,-0.6871409332230314,-0.8189888199205548,-0.7955474569639482,-0.38788552244716246,-0.33985595131849283,-0.8709363582292327
Matteo Raspa,2020,Sampdoria,Serie A,ITA,GK,17,84.1,0.04289165835594184,0.18051470215274018,0.10206695561769323,-0.019048567248524387,-0.036493812849426224,-0.052037366896029114,-0.03392653319345885,-0.0029530997140811924,0.014666750863025955,-0.05641767093363705,0.059150225433578105,-0.04794571851155573,0.05587754046760058,-0.00461501491379035,-0.07381703879238276,-0.059339948459332804,0.0029211788054416595,-0.0020299168191052043,-0.07308672802616716,-0.030256723110963977,-1.0434575017865202,-1.0487393517756232,-1.015250924844506,-0.9900412595690781,-0.6900626070211119,-0.8532201384711554,-0.8830969184990711,-0.9913342893874726,-0.9556320721200501,-0.8829274380460466,-0.3239645081418822,-0.8709363581314717,-0.8594766647171871,-0.8703374263729724,-0.543313598874528,-0.3838555719812398,-0.5693286228234672,-0.13990736986033273,-0.6340607282674242,-0.6317831880616593,-0.7087697489148992,-0.33826354998914104,-0.22904476199720597,-0.2662816464590487,-0.29167937863505067,-0.6901081950661745,-0.6871409332230314,-0.8189888199205548,-0.7955474569639482,-0.38788552244716246,-0.33985595131849283,-0.8709363582292327
Andrea Seculin,2020,Sampdoria,Serie A,ITA,GK,29,84.1,0.04289165835594184,0.18051470215274018,0.10206695561769323,-0.019048567248524387,-0.036493812849426224,-0.052037366896029114,-0.03392653319345885,-0.0029530997140811924,0.014666750863025955,-0.05641767093363705,0.059150225433578105,-0.04794571851155573,0.05587754046760058,-0.00461501491379035,-0.07381703879238276,-0.059339948459332804,0.0029211788054416595,-0.0020299168191052043,-0.07308672802616716,-0.030256723110963977,-1.0434575017865202,-1.0487393517756232,-1.015250924844506,-0.9900412595690781,-0.6900626070211119,-0.8532201384711554,-0.8830969184990711,-0.9913342893874726,-0.9556320721200501,-0.8829274380460466,-0.3239645081418822,-0.8709363581314717,-0.8594766647171871,-0.8703374263729724,-0.543313598874528,-0.3838555719812398,-0.5693286228234672,-0.13990736986033273,-0.6340607282674242,-0.6317831880616593,-0.7087697489148992,-0.33826354998914104,-0.22904476199720597,-0.2662816464590487,-0.29167937863505067,-0.6901081950661745,-0.6871409332230314,-0.8189888199205548,-0.7955474569639482,-0.38788552244716246,-0.33985595131849283,-0.8709363582292327
Alessandro Russo,2020,Sassuolo,Serie A,ITA,GK,18,84.1,0.04289165835594184,0.18051470215274018,0.10206695561769323,-0.019048567248524387,-0.036493812849426224,-0.052037366896029114,-0.03392653319345885,-0.0029530997140811924,0.014666750863025955,-0.05641767093363705,0.059150225433578105,-0.04794571851155573,0.05587754046760058,-0.00461501491379035,-0.07381703879238276,-0.059339948459332804,0.0029211788054416595,-0.0020299168191052043,-0.07308672802616716,-0.030256723110963977,-1.0434575017865202,-1.0487393517756232,-1.015250924844506,-0.9900412595690781,-0.6900626070211119,-0.8532201384711554,-0.8830969184990711,-0.9913342893874726,-0.9556320721200501,-0.8829274380460466,-0.3239645081418822,-0.8709363581314717,-0.8594766647171871,-0.8703374263729724,-0.543313598874528,-0.3838555719812398,-0.5693286228234672,-0.13990736986033273,-0.6340607282674242,-0.6317831880616593,-0.7087697489148992,-0.33826354998914104,-0.22904476199720597,-0.2662816464590487,-0.29167937863505067,-0.6901081950661745,-0.6871409332230314,-0.8189888199205548,-0.7955474569639482,-0.38788552244716246,-0.33985595131849283,-0.8709363582292327
Michael Langer,2020,Schalke 04,Bundesliga,AUT,GK,34,84.0,0.04289165835594184,0.18051470215274018,0.10206695561769323,-0.019048567248524387,-0.036493812849426224,-0.052037366896029114,-0.03392653319345885,-0.0029530997140811924,0.014666750863025955,-0.05641767093363705,0.059150225433578105,-0.04794571851155573,0.05587754046760058,-0.00461501491379035,-0.07381703879238276,-0.059339948459332804,0.0029211788054416595,-0.0020299168191052043,-0.07308672802616716,-0.030256723110963977,-1.0434575017865202,-1.0487393517756232,-1.015250924844506,-0.9900412595690781,-0.6900626070211119,-0.8532201384711554,-0.8830969184990711,-0.9913342893874726,-0.9556320721200501,-0.8829274380460466,-0.3239645081418822,-0.8709363581314717,-0.8594766647171871,-0.8703374263729724,-0.543313598874528,-0.3838555719812398,-0.5693286228234672,-0.13990736986033273,-0.6340607282674242,-0.6317831880616593,-0.7087697489148992,-0.33826354998914104,-0.22904476199720597,-0.2662816464590487,-0.29167937863505067,-0.6901081950661745,-0.6871409332230314,-0.8189888199205548,-0.7955474569639482,-0.38788552244716246,-0.33985595131849283,-0.8709363582292327
Javier Díaz,2020,Sevilla,La Liga,ESP,GK,22,84.5,0.04289165835594184,0.18051470215274018,0.10206695561769323,-0.019048567248524387,-0.036493812849426224,-0.052037366896029114,-0.03392653319345885,-0.0029530997140811924,0.014666750863025955,-0.05641767093363705,0.059150225433578105,-0.04794571851155573,0.05587754046760058,-0.00461501491379035,-0.07381703879238276,-0.059339948459332804,0.0029211788054416595,-0.0020299168191052043,-0.07308672802616716,-0.030256723110963977,-1.0434575017865202,-1.0487393517756232,-1.015250924844506,-0.9900412595690781,-0.6900626070211119,-0.8532201384711554,-0.8830969184990711,-0.9913342893874726,-0.9556320721200501,-0.8829274380460466,-0.3239645081418822,-0.8709363581314717,-0.8594766647171871,-0.8703374263729724,-0.543313598874528,-0.3838555719812398,-0.5693286228234672,-0.13990736986033273,-0.6340607282674242,-0.6317831880616593,-0.7087697489148992,-0.33826354998914104,-0.22904476199720597,-0.2662816464590487,-0.29167937863505067,-0.6901081950661745,-0.6871409332230314,-0.8189888199205548,-0.7955474569639482,-0.38788552244716246,-0.33985595131849283,-0.8709363582292327
Alfonso Pastor,2020,Sevilla,La Liga,ESP,GK,18,84.5,0.04289165835594184,0.18051470215274018,0.10206695561769323,-0.019048567248524387,-0.036493812849426224,-0.052037366896029114,-0.03392653319345885,-0.0029530997140811924,0.014666750863025955,-0.05641767093363705,0.059150225433578105,-0.04794571851155573,0.05587754046760058,-0.00461501491379035,-0.07381703879238276,-0.059339948459332804,0.0029211788054416595,-0.0020299168191052043,-0.07308672802616716,-0.030256723110963977,-1.0434575017865202,-1.0487393517756232,-1.015250924844506,-0.9900412595690781,-0.6900626070211119,-0.8532201384711554,-0.8830969184990711,-0.9913342893874726,-0.9556320721200501,-0.8829274380460466,-0.3239645081418822,-0.8709363581314717,-0.8594766647171871,-0.8703374263729724,-0.543313598874528,-0.3838555719812398,-0.5693286228234672,-0.13990736986033273,-0.6340607282674242,-0.6317831880616593,-0.7087697489148992,-0.33826354998914104,-0.22904476199720597,-0.2662816464590487,-0.29167937863505067,-0.6901081950661745,-0.6871409332230314,-0.8189888199205548,-0.7955474569639482,-0.38788552244716246,-0.33985595131849283,-0.8709363582292327
Jake Eastwood,2020,Sheffield Utd,Premier League,ENG,GK,22,91.2,0.04289165835594184,0.18051470215274018,0.10206695561769323,-0.019048567248524387,-0.036493812849426224,-0.052037366896029114,-0.03392653319345885,-0.0029530997140811924,0.014666750863025955,-0.05641767093363705,0.059150225433578105,-0.04794571851155573,0.05587754046760058,-0.00461501491379035,-0.07381703879238276,-0.059339948459332804,0.0029211788054416595,-0.0020299168191052043,-0.07308672802616716,-0.030256723110963977,-1.0434575017865202,-1.0487393517756232,-1.015250924844506,-0.9900412595690781,-0.6900626070211119,-0.8532201384711554,-0.8830969184990711,-0.9913342893874726,-0.9556320721200501,-0.8829274380460466,-0.3239645081418822,-0.8709363581314717,-0.8594766647171871,-0.8703374263729724,-0.543313598874528,-0.3838555719812398,-0.5693286228234672,-0.13990736986033273,-0.6340607282674242,-0.6317831880616593,-0.7087697489148992,-0.33826354998914104,-0.22904476199720597,-0.2662816464590487,-0.29167937863505067,-0.6901081950661745,-0.6871409332230314,-0.8189888199205548,-0.7955474569639482,-0.38788552244716246,-0.33985595131849283,-0.8709363582292327
Michael Verrips,2020,Sheffield Utd,Premier League,NED,GK,22,91.2,0.04289165835594184,0.18051470215274018,0.10206695561769323,-0.019048567248524387,-0.036493812849426224,-0.052037366896029114,-0.03392653319345885,-0.0029530997140811924,0.014666750863025955,-0.05641767093363705,0.059150225433578105,-0.04794571851155573,0.05587754046760058,-0.00461501491379035,-0.07381703879238276,-0.059339948459332804,0.0029211788054416595,-0.0020299168191052043,-0.07308672802616716,-0.030256723110963977,-1.0434575017865202,-1.0487393517756232,-1.015250924844506,-0.9900412595690781,-0.6900626070211119,-0.8532201384711554,-0.8830969184990711,-0.9913342893874726,-0.9556320721200501,-0.8829274380460466,-0.3239645081418822,-0.8709363581314717,-0.8594766647171871,-0.8703374263729724,-0.543313598874528,-0.3838555719812398,-0.5693286228234672,-0.13990736986033273,-0.6340607282674242,-0.6317831880616593,-0.7087697489148992,-0.33826354998914104,-0.22904476199720597,-0.2662816464590487,-0.29167937863505067,-0.6901081950661745,-0.6871409332230314,-0.8189888199205548,-0.7955474569639482,-0.38788552244716246,-0.33985595131849283,-0.8709363582292327
Fraser Forster,2020,Southampton,Premier League,ENG,GK,31,91.2,0.04289165835594184,0.18051470215274018,0.10206695561769323,-0.019048567248524387,-0.036493812849426224,-0.052037366896029114,-0.03392653319345885,-0.0029530997140811924,0.014666750863025955,-0.05641767093363705,0.059150225433578105,-0.04794571851155573,0.05587754046760058,-0.00461501491379035,-0.07381703879238276,-0.059339948459332804,0.0029211788054416595,-0.0020299168191052043,-0.07308672802616716,-0.030256723110963977,-1.0434575017865202,-1.0487393517756232,-1.015250924844506,-0.9900412595690781,-0.6900626070211119,-0.8532201384711554,-0.8830969184990711,-0.9913342893874726,-0.9556320721200501,-0.8829274380460466,-0.3239645081418822,-0.8709363581314717,-0.8594766647171871,-0.8703374263729724,-0.543313598874528,-0.3838555719812398,-0.5693286228234672,-0.13990736986033273,-0.6340607282674242,-0.6317831880616593,-0.7087697489148992,-0.33826354998914104,-0.22904476199720597,-0.2662816464590487,-0.29167937863505067,-0.6901081950661745,-0.6871409332230314,-0.8189888199205548,-0.7955474569639482,-0.38788552244716246,-0.33985595131849283,-0.8709363582292327
Harry Lewis,2020,Southampton,Premier League,ENG,GK,21,91.2,0.04289165835594184,0.18051470215274018,0.10206695561769323,-0.019048567248524387,-0.036493812849426224,-0.052037366896029114,-0.03392653319345885,-0.0029530997140811924,0.014666750863025955,-0.05641767093363705,0.059150225433578105,-0.04794571851155573,0.05587754046760058,-0.00461501491379035,-0.07381703879238276,-0.059339948459332804,0.0029211788054416595,-0.0020299168191052043,-0.07308672802616716,-0.030256723110963977,-1.0434575017865202,-1.0487393517756232,-1.015250924844506,-0.9900412595690781,-0.6900626070211119,-0.8532201384711554,-0.8830969184990711,-0.9913342893874726,-0.9556320721200501,-0.8829274380460466,-0.3239645081418822,-0.8709363581314717,-0.8594766647171871,-0.8703374263729724,-0.543313598874528,-0.3838555719812398,-0.5693286228234672,-0.13990736986033273,-0.6340607282674242,-0.6317831880616593,-0.7087697489148992,-0.33826354998914104,-0.22904476199720597,-0.2662816464590487,-0.29167937863505067,-0.6901081950661745,-0.6871409332230314,-0.8189888199205548,-0.7955474569639482,-0.38788552244716246,-0.33985595131849283,-0.8709363582292327
Bingourou Kamara,2020,Strasbourg,Ligue 1,SEN,GK,22,83.1,0.04289165835594184,0.18051470215274018,0.10206695561769323,-0.019048567248524387,-0.036493812849426224,-0.052037366896029114,-0.03392653319345885,-0.0029530997140811924,0.014666750863025955,-0.05641767093363705,0.059150225433578105,-0.04794571851155573,0.05587754046760058,-0.00461501491379035,-0.07381703879238276,-0.059339948459332804,0.0029211788054416595,-0.0020299168191052043,-0.07308672802616716,-0.030256723110963977,-1.0434575017865202,-1.0487393517756232,-1.015250924844506,-0.9900412595690781,-0.6900626070211119,-0.8532201384711554,-0.8830969184990711,-0.9913342893874726,-0.9556320721200501,-0.8829274380460466,-0.3239645081418822,-0.8709363581314717,-0.8594766647171871,-0.8703374263729724,-0.543313598874528,-0.3838555719812398,-0.5693286228234672,-0.13990736986033273,-0.6340607282674242,-0.6317831880616593,-0.7087697489148992,-0.33826354998914104,-0.22904476199720597,-0.2662816464590487,-0.29167937863505067,-0.6901081950661745,-0.6871409332230314,-0.8189888199205548,-0.7955474569639482,-0.38788552244716246,-0.33985595131849283,-0.8709363582292327
Eiji Kawashima,2020,Strasbourg,Ligue 1,JPN,GK,36,83.1,0.04289165835594184,0.18051470215274018,0.10206695561769323,-0.019048567248524387,-0.036493812849426224,-0.052037366896029114,-0.03392653319345885,-0.0029530997140811924,0.014666750863025955,-0.05641767093363705,0.059150225433578105,-0.04794571851155573,0.05587754046760058,-0.00461501491379035,-0.07381703879238276,-0.059339948459332804,0.0029211788054416595,-0.0020299168191052043,-0.07308672802616716,-0.030256723110963977,-1.0434575017865202,-1.0487393517756232,-1.015250924844506,-0.9900412595690781,-0.6900626070211119,-0.8532201384711554,-0.8830969184990711,-0.9913342893874726,-0.9556320721200501,-0.8829274380460466,-0.3239645081418822,-0.8709363581314717,-0.8594766647171871,-0.8703374263729724,-0.543313598874528,-0.3838555719812398,-0.5693286228234672,-0.13990736986033273,-0.6340607282674242,-0.6317831880616593,-0.7087697489148992,-0.33826354998914104,-0.22904476199720597,-0.2662816464590487,-0.29167937863505067,-0.6901081950661745,-0.6871409332230314,-0.8189888199205548,-0.7955474569639482,-0.38788552244716246,-0.33985595131849283,-0.8709363582292327
Luca Gemello,2020,Torino,Serie A,ITA,GK,19,84.1,0.04289165835594184,0.18051470215274018,0.10206695561769323,-0.019048567248524387,-0.036493812849426224,-0.052037366896029114,-0.03392653319345885,-0.0029530997140811924,0.014666750863025955,-0.05641767093363705,0.059150225433578105,-0.04794571851155573,0.05587754046760058,-0.00461501491379035,-0.07381703879238276,-0.059339948459332804,0.0029211788054416595,-0.0020299168191052043,-0.07308672802616716,-0.030256723110963977,-1.0434575017865202,-1.0487393517756232,-1.015250924844506,-0.9900412595690781,-0.6900626070211119,-0.8532201384711554,-0.8830969184990711,-0.9913342893874726,-0.9556320721200501,-0.8829274380460466,-0.3239645081418822,-0.8709363581314717,-0.8594766647171871,-0.8703374263729724,-0.543313598874528,-0.3838555719812398,-0.5693286228234672,-0.13990736986033273,-0.6340607282674242,-0.6317831880616593,-0.7087697489148992,-0.33826354998914104,-0.22904476199720597,-0.2662816464590487,-0.29167937863505067,-0.6901081950661745,-0.6871409332230314,-0.8189888199205548,-0.7955474569639482,-0.38788552244716246,-0.33985595131849283,-0.8709363582292327
Brandon Austin,2020,Tottenham,Premier League,ENG,GK,20,91.2,0.04289165835594184,0.18051470215274018,0.10206695561769323,-0.019048567248524387,-0.036493812849426224,-0.052037366896029114,-0.03392653319345885,-0.0029530997140811924,0.014666750863025955,-0.05641767093363705,0.059150225433578105,-0.04794571851155573,0.05587754046760058,-0.00461501491379035,-0.07381703879238276,-0.059339948459332804,0.0029211788054416595,-0.0020299168191052043,-0.07308672802616716,-0.030256723110963977,-1.0434575017865202,-1.0487393517756232,-1.015250924844506,-0.9900412595690781,-0.6900626070211119,-0.8532201384711554,-0.8830969184990711,-0.9913342893874726,-0.9556320721200501,-0.8829274380460466,-0.3239645081418822,-0.8709363581314717,-0.8594766647171871,-0.8703374263729724,-0.543313598874528,-0.3838555719812398,-0.5693286228234672,-0.13990736986033273,-0.6340607282674242,-0.6317831880616593,-0.7087697489148992,-0.33826354998914104,-0.22904476199720597,-0.2662816464590487,-0.29167937863505067,-0.6901081950661745,-0.6871409332230314,-0.8189888199205548,-0.7955474569639482,-0.38788552244716246,-0.33985595131849283,-0.8709363582292327
Michel Vorm,2020,Tottenham,Premier League,NED,GK,35,91.2,0.04289165835594184,0.18051470215274018,0.10206695561769323,-0.019048567248524387,-0.036493812849426224,-0.052037366896029114,-0.03392653319345885,-0.0029530997140811924,0.014666750863025955,-0.05641767093363705,0.059150225433578105,-0.04794571851155573,0.05587754046760058,-0.00461501491379035,-0.07381703879238276,-0.059339948459332804,0.0029211788054416595,-0.0020299168191052043,-0.07308672802616716,-0.030256723110963977,-1.0434575017865202,-1.0487393517756232,-1.015250924844506,-0.9900412595690781,-0.6900626070211119,-0.8532201384711554,-0.8830969184990711,-0.9913342893874726,-0.9556320721200501,-0.8829274380460466,-0.3239645081418822,-0.8709363581314717,-0.8594766647171871,-0.8703374263729724,-0.543313598874528,-0.3838555719812398,-0.5693286228234672,-0.13990736986033273,-0.6340607282674242,-0.6317831880616593,-0.7087697489148992,-0.33826354998914104,-0.22904476199720597,-0.2662816464590487,-0.29167937863505067,-0.6901081950661745,-0.6871409332230314,-0.8189888199205548,-0.7955474569639482,-0.38788552244716246,-0.33985595131849283,-0.8709363582292327
Alfie Whiteman,2020,Tottenham,Premier League,ENG,GK,20,91.2,0.04289165835594184,0.18051470215274018,0.10206695561769323,-0.019048567248524387,-0.036493812849426224,-0.052037366896029114,-0.03392653319345885,-0.0029530997140811924,0.014666750863025955,-0.05641767093363705,0.059150225433578105,-0.04794571851155573,0.05587754046760058,-0.00461501491379035,-0.07381703879238276,-0.059339948459332804,0.0029211788054416595,-0.0020299168191052043,-0.07308672802616716,-0.030256723110963977,-1.0434575017865202,-1.0487393517756232,-1.015250924844506,-0.9900412595690781,-0.6900626070211119,-0.8532201384711554,-0.8830969184990711,-0.9913342893874726,-0.9556320721200501,-0.8829274380460466,-0.3239645081418822,-0.8709363581314717,-0.8594766647171871,-0.8703374263729724,-0.543313598874528,-0.3838555719812398,-0.5693286228234672,-0.13990736986033273,-0.6340607282674242,-0.6317831880616593,-0.7087697489148992,-0.33826354998914104,-0.22904476199720597,-0.2662816464590487,-0.29167937863505067,-0.6901081950661745,-0.6871409332230314,-0.8189888199205548,-0.7955474569639482,-0.38788552244716246,-0.33985595131849283,-0.8709363582292327
Florentin Bloch,2020,Toulouse,Ligue 1,FRA,GK,19,83.1,0.04289165835594184,0.18051470215274018,0.10206695561769323,-0.019048567248524387,-0.036493812849426224,-0.052037366896029114,-0.03392653319345885,-0.0029530997140811924,0.014666750863025955,-0.05641767093363705,0.059150225433578105,-0.04794571851155573,0.05587754046760058,-0.00461501491379035,-0.07381703879238276,-0.059339948459332804,0.0029211788054416595,-0.0020299168191052043,-0.07308672802616716,-0.030256723110963977,-1.0434575017865202,-1.0487393517756232,-1.015250924844506,-0.9900412595690781,-0.6900626070211119,-0.8532201384711554,-0.8830969184990711,-0.9913342893874726,-0.9556320721200501,-0.8829274380460466,-0.3239645081418822,-0.8709363581314717,-0.8594766647171871,-0.8703374263729724,-0.543313598874528,-0.3838555719812398,-0.5693286228234672,-0.13990736986033273,-0.6340607282674242,-0.6317831880616593,-0.7087697489148992,-0.33826354998914104,-0.22904476199720597,-0.2662816464590487,-0.29167937863505067,-0.6901081950661745,-0.6871409332230314,-0.8189888199205548,-0.7955474569639482,-0.38788552244716246,-0.33985595131849283,-0.8709363582292327
Nícolas Andrade,2020,Udinese,Serie A,BRA,GK,31,84.1,0.04289165835594184,0.18051470215274018,0.10206695561769323,-0.019048567248524387,-0.036493812849426224,-0.052037366896029114,-0.03392653319345885,-0.0029530997140811924,0.014666750863025955,-0.05641767093363705,0.059150225433578105,-0.04794571851155573,0.05587754046760058,-0.00461501491379035,-0.07381703879238276,-0.059339948459332804,0.0029211788054416595,-0.0020299168191052043,-0.07308672802616716,-0.030256723110963977,-1.0434575017865202,-1.0487393517756232,-1.015250924844506,-0.9900412595690781,-0.6900626070211119,-0.8532201384711554,-0.8830969184990711,-0.9913342893874726,-0.9556320721200501,-0.8829274380460466,-0.3239645081418822,-0.8709363581314717,-0.8594766647171871,-0.8703374263729724,-0.543313598874528,-0.3838555719812398,-0.5693286228234672,-0.13990736986033273,-0.6340607282674242,-0.6317831880616593,-0.7087697489148992,-0.33826354998914104,-0.22904476199720597,-0.2662816464590487,-0.29167937863505067,-0.6901081950661745,-0.6871409332230314,-0.8189888199205548,-0.7955474569639482,-0.38788552244716246,-0.33985595131849283,-0.8709363582292327
Samuele Perisan,2020,Udinese,Serie A,ITA,GK,21,84.1,0.04289165835594184,0.18051470215274018,0.10206695561769323,-0.019048567248524387,-0.036493812849426224,-0.052037366896029114,-0.03392653319345885,-0.0029530997140811924,0.014666750863025955,-0.05641767093363705,0.059150225433578105,-0.04794571851155573,0.05587754046760058,-0.00461501491379035,-0.07381703879238276,-0.059339948459332804,0.0029211788054416595,-0.0020299168191052043,-0.07308672802616716,-0.030256723110963977,-1.0434575017865202,-1.0487393517756232,-1.015250924844506,-0.9900412595690781,-0.6900626070211119,-0.8532201384711554,-0.8830969184990711,-0.9913342893874726,-0.9556320721200501,-0.8829274380460466,-0.3239645081418822,-0.8709363581314717,-0.8594766647171871,-0.8703374263729724,-0.543313598874528,-0.3838555719812398,-0.5693286228234672,-0.13990736986033273,-0.6340607282674242,-0.6317831880616593,-0.7087697489148992,-0.33826354998914104,-0.22904476199720597,-0.2662816464590487,-0.29167937863505067,-0.6901081950661745,-0.6871409332230314,-0.8189888199205548,-0.7955474569639482,-0.38788552244716246,-0.33985595131849283,-0.8709363582292327
Jakob Busk,2020,Union Berlin,Bundesliga,DEN,GK,25,84.0,0.04289165835594184,0.18051470215274018,0.10206695561769323,-0.019048567248524387,-0.036493812849426224,-0.052037366896029114,-0.03392653319345885,-0.0029530997140811924,0.014666750863025955,-0.05641767093363705,0.059150225433578105,-0.04794571851155573,0.05587754046760058,-0.00461501491379035,-0.07381703879238276,-0.059339948459332804,0.0029211788054416595,-0.0020299168191052043,-0.07308672802616716,-0.030256723110963977,-1.0434575017865202,-1.0487393517756232,-1.015250924844506,-0.9900412595690781,-0.6900626070211119,-0.8532201384711554,-0.8830969184990711,-0.9913342893874726,-0.9556320721200501,-0.8829274380460466,-0.3239645081418822,-0.8709363581314717,-0.8594766647171871,-0.8703374263729724,-0.543313598874528,-0.3838555719812398,-0.5693286228234672,-0.13990736986033273,-0.6340607282674242,-0.6317831880616593,-0.7087697489148992,-0.33826354998914104,-0.22904476199720597,-0.2662816464590487,-0.29167937863505067,-0.6901081950661745,-0.6871409332230314,-0.8189888199205548,-0.7955474569639482,-0.38788552244716246,-0.33985595131849283,-0.8709363582292327
Cristian,2020,Valencia,La Liga,ESP,GK,21,84.5,0.04289165835594184,0.18051470215274018,0.10206695561769323,-0.019048567248524387,-0.036493812849426224,-0.052037366896029114,-0.03392653319345885,-0.0029530997140811924,0.014666750863025955,-0.05641767093363705,0.059150225433578105,-0.04794571851155573,0.05587754046760058,-0.00461501491379035,-0.07381703879238276,-0.059339948459332804,0.0029211788054416595,-0.0020299168191052043,-0.07308672802616716,-0.030256723110963977,-1.0434575017865202,-1.0487393517756232,-1.015250924844506,-0.9900412595690781,-0.6900626070211119,-0.8532201384711554,-0.8830969184990711,-0.9913342893874726,-0.9556320721200501,-0.8829274380460466,-0.3239645081418822,-0.8709363581314717,-0.8594766647171871,-0.8703374263729724,-0.543313598874528,-0.3838555719812398,-0.5693286228234672,-0.13990736986033273,-0.6340607282674242,-0.6317831880616593,-0.7087697489148992,-0.33826354998914104,-0.22904476199720597,-0.2662816464590487,-0.29167937863505067,-0.6901081950661745,-0.6871409332230314,-0.8189888199205548,-0.7955474569639482,-0.38788552244716246,-0.33985595131849283,-0.8709363582292327
Andriy Lunin,2020,Valladolid,La Liga,UKR,GK,20,84.5,0.04289165835594184,0.18051470215274018,0.10206695561769323,-0.019048567248524387,-0.036493812849426224,-0.052037366896029114,-0.03392653319345885,-0.0029530997140811924,0.014666750863025955,-0.05641767093363705,0.059150225433578105,-0.04794571851155573,0.05587754046760058,-0.00461501491379035,-0.07381703879238276,-0.059339948459332804,0.0029211788054416595,-0.0020299168191052043,-0.07308672802616716,-0.030256723110963977,-1.0434575017865202,-1.0487393517756232,-1.015250924844506,-0.9900412595690781,-0.6900626070211119,-0.8532201384711554,-0.8830969184990711,-0.9913342893874726,-0.9556320721200501,-0.8829274380460466,-0.3239645081418822,-0.8709363581314717,-0.8594766647171871,-0.8703374263729724,-0.543313598874528,-0.3838555719812398,-0.5693286228234672,-0.13990736986033273,-0.6340607282674242,-0.6317831880616593,-0.7087697489148992,-0.33826354998914104,-0.22904476199720597,-0.2662816464590487,-0.29167937863505067,-0.6901081950661745,-0.6871409332230314,-0.8189888199205548,-0.7955474569639482,-0.38788552244716246,-0.33985595131849283,-0.8709363582292327
